"tmax" "date"
27.04944445 1991-09-27
27.04944445 1991-09-28
25.66388889 1991-09-29
27.04944445 1991-09-30
30.91944445 1991-10-01
33.35611111 1991-10-02
34.26388889 1991-10-03
24.75611111 1991-10-04
24.75611111 1991-10-05
23.80055555 1991-10-06
24.23055555 1991-10-07
25.66388889 1991-10-08
26.09388889 1991-10-09
28.10055555 1991-10-10
30.91944445 1991-10-11
31.34944445 1991-10-12
29.05611111 1991-10-13
23.80055555 1991-10-14
23.80055555 1991-10-15
22.74944445 1991-10-16
23.275 1991-10-17
27.04944445 1991-10-18
28.10055555 1991-10-19
29.05611111 1991-10-20
24.23055555 1991-10-21
24.75611111 1991-10-22
26.09388889 1991-10-23
26.61944445 1991-10-24
26.09388889 1991-10-25
26.61944445 1991-10-26
24.75611111 1991-10-27
25.18611111 1991-10-28
26.09388889 1991-10-29
27.04944445 1991-10-30
24.23055555 1991-10-31
25.18611111 1991-11-01
25.66388889 1991-11-02
26.09388889 1991-11-03
27.575 1991-11-04
29.96388889 1991-11-05
31.34944445 1991-11-06
29.48611111 1991-11-07
24.75611111 1991-11-08
24.23055555 1991-11-09
22.74944445 1991-11-10
29.05611111 1991-11-11
30.39388889 1991-11-12
30.39388889 1991-11-13
27.04944445 1991-11-14
24.23055555 1991-11-15
24.23055555 1991-11-16
22.31944445 1991-11-17
26.09388889 1991-11-18
28.10055555 1991-11-19
25.18611111 1991-11-20
24.75611111 1991-11-21
27.04944445 1991-11-22
27.575 1991-11-23
26.61944445 1991-11-24
27.04944445 1991-11-25
27.575 1991-11-26
26.61944445 1991-11-27
24.23055555 1991-11-28
22.31944445 1991-11-29
23.80055555 1991-11-30
21.36388889 1991-12-01
21.36388889 1991-12-02
23.80055555 1991-12-03
24.23055555 1991-12-04
24.75611111 1991-12-05
22.74944445 1991-12-06
19.93055555 1991-12-07
20.45611111 1991-12-08
24.75611111 1991-12-09
26.09388889 1991-12-10
26.61944445 1991-12-11
23.275 1991-12-12
21.79388889 1991-12-13
23.80055555 1991-12-14
25.66388889 1991-12-15
26.09388889 1991-12-16
26.09388889 1991-12-17
24.23055555 1991-12-18
24.75611111 1991-12-19
22.74944445 1991-12-20
23.80055555 1991-12-21
24.75611111 1991-12-22
23.275 1991-12-23
23.80055555 1991-12-24
21.79388889 1991-12-25
21.36388889 1991-12-26
20.88611111 1991-12-27
20.88611111 1991-12-28
19.50055555 1991-12-29
19.50055555 1991-12-30
21.79388889 1991-12-31
22.74944445 1992-01-01
23.275 1992-01-02
24.23055555 1992-01-03
19.93055555 1992-01-04
19.93055555 1992-01-05
18.44944445 1992-01-06
18.44944445 1992-01-07
20.45611111 1992-01-08
21.36388889 1992-01-09
21.79388889 1992-01-10
25.18611111 1992-01-11
25.66388889 1992-01-12
20.88611111 1992-01-13
21.79388889 1992-01-14
23.275 1992-01-15
24.23055555 1992-01-16
23.80055555 1992-01-17
22.74944445 1992-01-18
24.75611111 1992-01-19
24.75611111 1992-01-20
22.31944445 1992-01-21
23.275 1992-01-22
23.80055555 1992-01-23
24.23055555 1992-01-24
25.18611111 1992-01-25
24.75611111 1992-01-26
24.75611111 1992-01-27
26.09388889 1992-01-28
26.61944445 1992-01-29
28.53055555 1992-01-30
29.05611111 1992-01-31
26.09388889 1992-02-01
25.18611111 1992-02-02
26.09388889 1992-02-03
26.09388889 1992-02-04
25.18611111 1992-02-05
23.275 1992-02-06
20.88611111 1992-02-07
19.93055555 1992-02-08
20.45611111 1992-02-09
19.93055555 1992-02-10
19.93055555 1992-02-11
20.88611111 1992-02-12
21.36388889 1992-02-13
19.93055555 1992-02-14
20.45611111 1992-02-15
19.93055555 1992-02-16
20.45611111 1992-02-17
20.88611111 1992-02-18
21.36388889 1992-02-19
21.79388889 1992-02-20
22.74944445 1992-02-21
28.53055555 1992-02-22
29.96388889 1992-02-23
27.04944445 1992-02-24
28.53055555 1992-02-25
29.05611111 1992-02-26
28.53055555 1992-02-27
29.05611111 1992-02-28
27.575 1992-02-29
23.80055555 1992-03-01
22.31944445 1992-03-02
22.74944445 1992-03-03
22.74944445 1992-03-04
21.79388889 1992-03-05
20.88611111 1992-03-06
20.88611111 1992-03-07
21.79388889 1992-03-08
21.79388889 1992-03-09
22.74944445 1992-03-10
24.75611111 1992-03-11
25.66388889 1992-03-12
21.79388889 1992-03-13
21.36388889 1992-03-14
22.31944445 1992-03-15
23.80055555 1992-03-16
24.75611111 1992-03-17
24.23055555 1992-03-18
21.79388889 1992-03-19
21.36388889 1992-03-20
20.88611111 1992-03-21
21.36388889 1992-03-22
20.88611111 1992-03-23
21.79388889 1992-03-24
22.31944445 1992-03-25
23.80055555 1992-03-26
24.75611111 1992-03-27
23.275 1992-03-28
23.80055555 1992-03-29
22.31944445 1992-03-30
22.31944445 1992-03-31
25.66388889 1992-04-01
26.61944445 1992-04-02
25.18611111 1992-04-03
23.275 1992-04-04
23.275 1992-04-05
23.275 1992-04-06
23.80055555 1992-04-07
24.23055555 1992-04-08
23.275 1992-04-09
23.275 1992-04-10
22.31944445 1992-04-11
21.79388889 1992-04-12
24.23055555 1992-04-13
25.66388889 1992-04-14
26.09388889 1992-04-15
27.04944445 1992-04-16
27.575 1992-04-17
28.53055555 1992-04-18
28.53055555 1992-04-19
28.53055555 1992-04-20
27.04944445 1992-04-21
29.96388889 1992-04-22
29.48611111 1992-04-23
28.10055555 1992-04-24
28.10055555 1992-04-25
29.48611111 1992-04-26
29.48611111 1992-04-27
28.10055555 1992-04-28
28.10055555 1992-04-29
27.04944445 1992-04-30
28.53055555 1992-05-01
26.09388889 1992-05-02
25.66388889 1992-05-03
23.80055555 1992-05-04
24.75611111 1992-05-05
24.23055555 1992-05-06
24.75611111 1992-05-07
25.66388889 1992-05-08
23.275 1992-05-09
25.18611111 1992-05-10
25.18611111 1992-05-11
25.66388889 1992-05-12
25.66388889 1992-05-13
26.09388889 1992-05-14
24.75611111 1992-05-15
25.18611111 1992-05-16
24.75611111 1992-05-17
25.66388889 1992-05-18
26.09388889 1992-05-19
29.05611111 1992-05-20
29.48611111 1992-05-21
25.66388889 1992-05-22
25.66388889 1992-05-23
24.23055555 1992-05-24
24.75611111 1992-05-25
24.23055555 1992-05-26
23.80055555 1992-05-27
23.80055555 1992-05-28
23.80055555 1992-05-29
25.66388889 1992-05-30
25.66388889 1992-05-31
24.75611111 1992-06-01
24.23055555 1992-06-02
23.80055555 1992-06-03
24.23055555 1992-06-04
24.75611111 1992-06-05
23.80055555 1992-06-06
25.18611111 1992-06-07
26.09388889 1992-06-08
26.09388889 1992-06-09
26.09388889 1992-06-10
26.09388889 1992-06-11
30.91944445 1992-06-12
30.91944445 1992-06-13
30.91944445 1992-06-14
30.39388889 1992-06-15
29.05611111 1992-06-16
28.10055555 1992-06-17
28.10055555 1992-06-18
25.66388889 1992-06-19
25.66388889 1992-06-20
23.80055555 1992-06-21
24.75611111 1992-06-22
26.61944445 1992-06-23
27.575 1992-06-24
29.05611111 1992-06-25
28.10055555 1992-06-26
29.05611111 1992-06-27
29.48611111 1992-06-28
30.39388889 1992-06-29
28.96055555 1992-06-30
28.005 1992-07-01
27.04944445 1992-07-02
27.04944445 1992-07-03
25.66388889 1992-07-04
30.39388889 1992-07-05
30.39388889 1992-07-06
30.39388889 1992-07-07
32.40055555 1992-07-08
33.26055555 1992-07-09
30.82388889 1992-07-10
29.91611111 1992-07-11
27.04944445 1992-07-12
29.48611111 1992-07-13
29.48611111 1992-07-14
29.91611111 1992-07-15
29.48611111 1992-07-16
30.39388889 1992-07-17
30.82388889 1992-07-18
38.08611111 1992-07-19
41.43055555 1992-07-20
37.56055555 1992-07-21
28.005 1992-07-22
28.96055555 1992-07-23
28.53055555 1992-07-24
28.10055555 1992-07-25
28.005 1992-07-26
26.52388889 1992-07-27
26.09388889 1992-07-28
27.04944445 1992-07-29
27.04944445 1992-07-30
27.575 1992-07-31
28.005 1992-08-01
28.005 1992-08-02
28.53055555 1992-08-03
28.53055555 1992-08-04
28.005 1992-08-05
27.04944445 1992-08-06
28.10055555 1992-08-07
28.53055555 1992-08-08
27.575 1992-08-09
28.53055555 1992-08-10
29.05611111 1992-08-11
29.48611111 1992-08-12
30.39388889 1992-08-13
31.34944445 1992-08-14
32.305 1992-08-15
31.34944445 1992-08-16
30.91944445 1992-08-17
31.34944445 1992-08-18
29.91611111 1992-08-19
28.53055555 1992-08-20
28.53055555 1992-08-21
28.96055555 1992-08-22
32.40055555 1992-08-23
32.83055555 1992-08-24
28.96055555 1992-08-25
28.005 1992-08-26
29.05611111 1992-08-27
29.96388889 1992-08-28
29.91611111 1992-08-29
28.96055555 1992-08-30
28.005 1992-08-31
27.04944445 1992-09-01
27.575 1992-09-02
31.34944445 1992-09-03
32.305 1992-09-04
30.39388889 1992-09-05
29.48611111 1992-09-06
28.005 1992-09-07
27.575 1992-09-08
26.52388889 1992-09-09
25.66388889 1992-09-10
25.66388889 1992-09-11
27.575 1992-09-12
27.575 1992-09-13
26.09388889 1992-09-14
26.52388889 1992-09-15
26.52388889 1992-09-16
29.48611111 1992-09-17
31.875 1992-09-18
30.39388889 1992-09-19
29.48611111 1992-09-20
27.575 1992-09-21
28.005 1992-09-22
29.05611111 1992-09-23
30.39388889 1992-09-24
29.91611111 1992-09-25
28.96055555 1992-09-26
27.575 1992-09-27
28.10055555 1992-09-28
28.53055555 1992-09-29
30.39388889 1992-09-30
31.875 1992-10-01
32.305 1992-10-02
29.48611111 1992-10-03
27.04944445 1992-10-04
27.575 1992-10-05
27.575 1992-10-06
24.23055555 1992-10-07
25.18611111 1992-10-08
26.09388889 1992-10-09
25.61611111 1992-10-10
24.66055555 1992-10-11
24.66055555 1992-10-12
24.23055555 1992-10-13
26.09388889 1992-10-14
26.09388889 1992-10-15
25.66388889 1992-10-16
25.66388889 1992-10-17
26.09388889 1992-10-18
25.18611111 1992-10-19
25.66388889 1992-10-20
26.09388889 1992-10-21
29.96388889 1992-10-22
33.35611111 1992-10-23
33.26055555 1992-10-24
27.04944445 1992-10-25
27.04944445 1992-10-26
27.04944445 1992-10-27
26.52388889 1992-10-28
24.75611111 1992-10-29
25.61611111 1992-10-30
29.05611111 1992-10-31
31.34944445 1992-11-01
36.70055555 1992-11-02
37.13055555 1992-11-03
32.305 1992-11-04
27.04944445 1992-11-05
28.10055555 1992-11-06
28.53055555 1992-11-07
26.52388889 1992-11-08
24.66055555 1992-11-09
24.66055555 1992-11-10
25.18611111 1992-11-11
26.09388889 1992-11-12
29.48611111 1992-11-13
31.34944445 1992-11-14
31.34944445 1992-11-15
26.52388889 1992-11-16
25.61611111 1992-11-17
27.575 1992-11-18
29.96388889 1992-11-19
29.91611111 1992-11-20
25.61611111 1992-11-21
25.18611111 1992-11-22
25.61611111 1992-11-23
23.275 1992-11-24
24.23055555 1992-11-25
25.66388889 1992-11-26
25.61611111 1992-11-27
25.66388889 1992-11-28
26.52388889 1992-11-29
25.18611111 1992-11-30
25.18611111 1992-12-01
24.23055555 1992-12-02
22.22388889 1992-12-03
21.31611111 1992-12-04
20.45611111 1992-12-05
20.88611111 1992-12-06
20.45611111 1992-12-07
22.74944445 1992-12-08
23.275 1992-12-09
22.31944445 1992-12-10
22.74944445 1992-12-11
23.705 1992-12-12
21.31611111 1992-12-13
21.36388889 1992-12-14
22.22388889 1992-12-15
21.36388889 1992-12-16
21.79388889 1992-12-17
19.50055555 1992-12-18
19.93055555 1992-12-19
19.405 1992-12-20
19.93055555 1992-12-21
21.79388889 1992-12-22
24.75611111 1992-12-23
24.75611111 1992-12-24
25.66388889 1992-12-25
25.61611111 1992-12-26
23.705 1992-12-27
20.36055555 1992-12-28
20.88611111 1992-12-29
20.88611111 1992-12-30
21.31611111 1992-12-31
20.88611111 1993-01-01
21.31611111 1993-01-02
20.88611111 1993-01-03
18.975 1993-01-04
20.45611111 1993-01-05
20.36055555 1993-01-06
20.45611111 1993-01-07
20.36055555 1993-01-08
20.36055555 1993-01-09
20.45611111 1993-01-10
21.31611111 1993-01-11
18.975 1993-01-12
20.88611111 1993-01-13
21.31611111 1993-01-14
20.36055555 1993-01-15
19.93055555 1993-01-16
20.45611111 1993-01-17
20.88611111 1993-01-18
20.88611111 1993-01-19
21.36388889 1993-01-20
21.79388889 1993-01-21
27.04944445 1993-01-22
27.04944445 1993-01-23
24.75611111 1993-01-24
26.61944445 1993-01-25
27.575 1993-01-26
27.04944445 1993-01-27
25.18611111 1993-01-28
22.74944445 1993-01-29
23.275 1993-01-30
23.275 1993-01-31
21.79388889 1993-02-01
22.31944445 1993-02-02
22.74944445 1993-02-03
23.80055555 1993-02-04
24.23055555 1993-02-05
24.23055555 1993-02-06
23.275 1993-02-07
20.88611111 1993-02-08
20.88611111 1993-02-09
21.79388889 1993-02-10
22.74944445 1993-02-11
22.22388889 1993-02-12
22.31944445 1993-02-13
22.74944445 1993-02-14
22.22388889 1993-02-15
21.31611111 1993-02-16
19.93055555 1993-02-17
20.88611111 1993-02-18
22.74944445 1993-02-19
21.79388889 1993-02-20
21.31611111 1993-02-21
20.88611111 1993-02-22
20.45611111 1993-02-23
21.31611111 1993-02-24
20.88611111 1993-02-25
19.93055555 1993-02-26
20.88611111 1993-02-27
22.31944445 1993-02-28
22.74944445 1993-03-01
20.88611111 1993-03-02
24.75611111 1993-03-03
26.52388889 1993-03-04
27.575 1993-03-05
28.53055555 1993-03-06
28.10055555 1993-03-07
26.52388889 1993-03-08
24.66055555 1993-03-09
23.275 1993-03-10
25.66388889 1993-03-11
28.10055555 1993-03-12
28.005 1993-03-13
28.10055555 1993-03-14
28.53055555 1993-03-15
24.23055555 1993-03-16
24.75611111 1993-03-17
26.09388889 1993-03-18
26.52388889 1993-03-19
24.75611111 1993-03-20
25.61611111 1993-03-21
23.275 1993-03-22
22.74944445 1993-03-23
22.31944445 1993-03-24
23.275 1993-03-25
19.50055555 1993-03-26
20.36055555 1993-03-27
20.45611111 1993-03-28
20.88611111 1993-03-29
22.74944445 1993-03-30
23.275 1993-03-31
25.66388889 1993-04-01
29.05611111 1993-04-02
30.39388889 1993-04-03
28.53055555 1993-04-04
27.04944445 1993-04-05
25.66388889 1993-04-06
27.04944445 1993-04-07
25.61611111 1993-04-08
26.09388889 1993-04-09
29.48611111 1993-04-10
29.91611111 1993-04-11
24.23055555 1993-04-12
27.04944445 1993-04-13
27.575 1993-04-14
25.61611111 1993-04-15
23.705 1993-04-16
23.705 1993-04-17
28.10055555 1993-04-18
28.005 1993-04-19
28.10055555 1993-04-20
28.10055555 1993-04-21
28.96055555 1993-04-22
28.005 1993-04-23
26.09388889 1993-04-24
27.04944445 1993-04-25
32.83055555 1993-04-26
32.83055555 1993-04-27
25.18611111 1993-04-28
24.23055555 1993-04-29
28.53055555 1993-04-30
28.96055555 1993-05-01
25.18611111 1993-05-02
28.53055555 1993-05-03
28.96055555 1993-05-04
25.18611111 1993-05-05
24.23055555 1993-05-06
31.34944445 1993-05-07
31.875 1993-05-08
31.875 1993-05-09
33.26055555 1993-05-10
25.18611111 1993-05-11
24.23055555 1993-05-12
24.23055555 1993-05-13
27.04944445 1993-05-14
27.04944445 1993-05-15
26.09388889 1993-05-16
25.66388889 1993-05-17
24.75611111 1993-05-18
27.04944445 1993-05-19
27.575 1993-05-20
26.09388889 1993-05-21
26.09388889 1993-05-22
26.09388889 1993-05-23
24.75611111 1993-05-24
25.18611111 1993-05-25
25.61611111 1993-05-26
25.66388889 1993-05-27
25.61611111 1993-05-28
26.61944445 1993-05-29
26.61944445 1993-05-30
27.04944445 1993-05-31
27.04944445 1993-06-01
29.05611111 1993-06-02
29.48611111 1993-06-03
25.61611111 1993-06-04
25.66388889 1993-06-05
26.09388889 1993-06-06
24.23055555 1993-06-07
26.61944445 1993-06-08
29.05611111 1993-06-09
29.91611111 1993-06-10
33.26055555 1993-06-11
27.04944445 1993-06-12
27.04944445 1993-06-13
26.52388889 1993-06-14
25.66388889 1993-06-15
26.61944445 1993-06-16
27.575 1993-06-17
28.005 1993-06-18
26.52388889 1993-06-19
25.61611111 1993-06-20
25.66388889 1993-06-21
27.04944445 1993-06-22
28.10055555 1993-06-23
29.05611111 1993-06-24
29.48611111 1993-06-25
28.53055555 1993-06-26
26.52388889 1993-06-27
26.09388889 1993-06-28
27.575 1993-06-29
28.005 1993-06-30
28.53055555 1993-07-01
27.575 1993-07-02
26.09388889 1993-07-03
26.52388889 1993-07-04
27.575 1993-07-05
28.005 1993-07-06
27.575 1993-07-07
27.04944445 1993-07-08
25.66388889 1993-07-09
27.04944445 1993-07-10
27.575 1993-07-11
27.575 1993-07-12
26.52388889 1993-07-13
26.09388889 1993-07-14
27.04944445 1993-07-15
27.04944445 1993-07-16
27.575 1993-07-17
27.575 1993-07-18
27.04944445 1993-07-19
27.04944445 1993-07-20
28.10055555 1993-07-21
28.005 1993-07-22
27.575 1993-07-23
26.61944445 1993-07-24
27.04944445 1993-07-25
27.04944445 1993-07-26
26.09388889 1993-07-27
27.575 1993-07-28
28.005 1993-07-29
28.53055555 1993-07-30
28.53055555 1993-07-31
28.96055555 1993-08-01
29.91611111 1993-08-02
28.10055555 1993-08-03
28.96055555 1993-08-04
29.05611111 1993-08-05
29.91611111 1993-08-06
28.96055555 1993-08-07
28.005 1993-08-08
27.575 1993-08-09
29.05611111 1993-08-10
29.05611111 1993-08-11
29.91611111 1993-08-12
29.91611111 1993-08-13
27.04944445 1993-08-14
26.61944445 1993-08-15
26.61944445 1993-08-16
27.575 1993-08-17
26.52388889 1993-08-18
26.09388889 1993-08-19
27.04944445 1993-08-20
27.575 1993-08-21
26.52388889 1993-08-22
25.61611111 1993-08-23
25.61611111 1993-08-24
26.09388889 1993-08-25
27.04944445 1993-08-26
27.04944445 1993-08-27
28.005 1993-08-28
27.04944445 1993-08-29
27.575 1993-08-30
27.575 1993-08-31
29.05611111 1993-09-01
28.96055555 1993-09-02
28.53055555 1993-09-03
29.05611111 1993-09-04
29.48611111 1993-09-05
27.04944445 1993-09-06
27.04944445 1993-09-07
27.575 1993-09-08
28.53055555 1993-09-09
28.10055555 1993-09-10
28.005 1993-09-11
27.575 1993-09-12
26.09388889 1993-09-13
26.52388889 1993-09-14
26.09388889 1993-09-15
26.52388889 1993-09-16
27.575 1993-09-17
29.48611111 1993-09-18
27.04944445 1993-09-19
27.04944445 1993-09-20
25.66388889 1993-09-21
25.61611111 1993-09-22
25.66388889 1993-09-23
27.575 1993-09-24
28.005 1993-09-25
28.10055555 1993-09-26
32.83055555 1993-09-27
32.83055555 1993-09-28
28.53055555 1993-09-29
29.48611111 1993-09-30
29.96388889 1993-10-01
29.05611111 1993-10-02
29.91611111 1993-10-03
25.61611111 1993-10-04
25.66388889 1993-10-05
26.09388889 1993-10-06
25.61611111 1993-10-07
26.09388889 1993-10-08
26.52388889 1993-10-09
25.18611111 1993-10-10
27.575 1993-10-11
27.575 1993-10-12
26.52388889 1993-10-13
26.61944445 1993-10-14
26.61944445 1993-10-15
27.04944445 1993-10-16
27.04944445 1993-10-17
26.09388889 1993-10-18
29.48611111 1993-10-19
29.91611111 1993-10-20
29.91611111 1993-10-21
29.48611111 1993-10-22
29.91611111 1993-10-23
26.52388889 1993-10-24
26.09388889 1993-10-25
33.78611111 1993-10-26
33.78611111 1993-10-27
31.875 1993-10-28
28.53055555 1993-10-29
26.09388889 1993-10-30
24.75611111 1993-10-31
25.18611111 1993-11-01
32.40055555 1993-11-02
32.305 1993-11-03
33.78611111 1993-11-04
28.005 1993-11-05
27.575 1993-11-06
28.005 1993-11-07
26.09388889 1993-11-08
26.61944445 1993-11-09
27.04944445 1993-11-10
27.575 1993-11-11
28.005 1993-11-12
25.61611111 1993-11-13
26.61944445 1993-11-14
26.52388889 1993-11-15
26.61944445 1993-11-16
27.04944445 1993-11-17
26.09388889 1993-11-18
25.66388889 1993-11-19
26.09388889 1993-11-20
25.18611111 1993-11-21
24.66055555 1993-11-22
24.23055555 1993-11-23
24.23055555 1993-11-24
23.80055555 1993-11-25
26.09388889 1993-11-26
26.09388889 1993-11-27
23.80055555 1993-11-28
24.75611111 1993-11-29
24.66055555 1993-11-30
24.23055555 1993-12-01
29.96388889 1993-12-02
29.91611111 1993-12-03
28.53055555 1993-12-04
23.705 1993-12-05
23.705 1993-12-06
21.31611111 1993-12-07
22.74944445 1993-12-08
22.74944445 1993-12-09
23.275 1993-12-10
23.275 1993-12-11
21.79388889 1993-12-12
22.22388889 1993-12-13
22.22388889 1993-12-14
20.45611111 1993-12-15
20.88611111 1993-12-16
20.88611111 1993-12-17
20.88611111 1993-12-18
20.88611111 1993-12-19
21.79388889 1993-12-20
22.22388889 1993-12-21
22.31944445 1993-12-22
24.75611111 1993-12-23
25.18611111 1993-12-24
25.66388889 1993-12-25
26.09388889 1993-12-26
21.79388889 1993-12-27
22.31944445 1993-12-28
24.75611111 1993-12-29
24.66055555 1993-12-30
23.275 1993-12-31
22.74944445 1994-01-01
24.75611111 1994-01-02
25.66388889 1994-01-03
26.52388889 1994-01-04
25.18611111 1994-01-05
26.09388889 1994-01-06
22.31944445 1994-01-07
22.74944445 1994-01-08
24.23055555 1994-01-09
24.23055555 1994-01-10
23.275 1994-01-11
25.18611111 1994-01-12
27.575 1994-01-13
28.005 1994-01-14
25.18611111 1994-01-15
22.74944445 1994-01-16
24.23055555 1994-01-17
28.53055555 1994-01-18
28.96055555 1994-01-19
21.31611111 1994-01-20
21.79388889 1994-01-21
23.80055555 1994-01-22
26.09388889 1994-01-23
21.79388889 1994-01-24
19.93055555 1994-01-25
22.31944445 1994-01-26
22.74944445 1994-01-27
21.79388889 1994-01-28
21.79388889 1994-01-29
22.22388889 1994-01-30
22.31944445 1994-01-31
23.275 1994-02-01
21.31611111 1994-02-02
21.31611111 1994-02-03
20.88611111 1994-02-04
21.36388889 1994-02-05
21.79388889 1994-02-06
20.88611111 1994-02-07
20.88611111 1994-02-08
21.31611111 1994-02-09
21.79388889 1994-02-10
21.79388889 1994-02-11
21.31611111 1994-02-12
21.36388889 1994-02-13
22.74944445 1994-02-14
22.74944445 1994-02-15
23.275 1994-02-16
21.79388889 1994-02-17
20.36055555 1994-02-18
19.93055555 1994-02-19
19.50055555 1994-02-20
21.36388889 1994-02-21
22.31944445 1994-02-22
22.74944445 1994-02-23
22.74944445 1994-02-24
23.275 1994-02-25
21.79388889 1994-02-26
23.80055555 1994-02-27
24.66055555 1994-02-28
29.48611111 1994-03-01
29.48611111 1994-03-02
27.575 1994-03-03
19.93055555 1994-03-04
19.405 1994-03-05
20.45611111 1994-03-06
24.23055555 1994-03-07
24.66055555 1994-03-08
20.88611111 1994-03-09
21.31611111 1994-03-10
25.18611111 1994-03-11
25.61611111 1994-03-12
29.05611111 1994-03-13
29.05611111 1994-03-14
29.48611111 1994-03-15
25.61611111 1994-03-16
24.23055555 1994-03-17
22.74944445 1994-03-18
23.275 1994-03-19
22.74944445 1994-03-20
23.275 1994-03-21
22.74944445 1994-03-22
22.22388889 1994-03-23
20.88611111 1994-03-24
19.50055555 1994-03-25
22.74944445 1994-03-26
23.275 1994-03-27
22.22388889 1994-03-28
21.36388889 1994-03-29
22.74944445 1994-03-30
23.80055555 1994-03-31
24.23055555 1994-04-01
21.79388889 1994-04-02
24.23055555 1994-04-03
28.10055555 1994-04-04
28.53055555 1994-04-05
24.23055555 1994-04-06
22.31944445 1994-04-07
23.275 1994-04-08
23.80055555 1994-04-09
27.04944445 1994-04-10
27.575 1994-04-11
28.005 1994-04-12
27.04944445 1994-04-13
24.23055555 1994-04-14
21.36388889 1994-04-15
21.79388889 1994-04-16
25.66388889 1994-04-17
27.575 1994-04-18
26.09388889 1994-04-19
23.275 1994-04-20
22.74944445 1994-04-21
25.66388889 1994-04-22
26.09388889 1994-04-23
21.79388889 1994-04-24
22.22388889 1994-04-25
21.31611111 1994-04-26
23.275 1994-04-27
20.45611111 1994-04-28
21.36388889 1994-04-29
21.79388889 1994-04-30
21.36388889 1994-05-01
21.79388889 1994-05-02
22.22388889 1994-05-03
21.36388889 1994-05-04
22.22388889 1994-05-05
21.31611111 1994-05-06
21.36388889 1994-05-07
23.80055555 1994-05-08
25.18611111 1994-05-09
23.275 1994-05-10
22.22388889 1994-05-11
22.31944445 1994-05-12
23.275 1994-05-13
23.275 1994-05-14
23.275 1994-05-15
24.23055555 1994-05-16
24.66055555 1994-05-17
21.31611111 1994-05-18
23.275 1994-05-19
24.23055555 1994-05-20
25.61611111 1994-05-21
26.09388889 1994-05-22
23.275 1994-05-23
22.22388889 1994-05-24
23.275 1994-05-25
24.23055555 1994-05-26
24.23055555 1994-05-27
25.66388889 1994-05-28
26.09388889 1994-05-29
26.52388889 1994-05-30
24.75611111 1994-05-31
25.66388889 1994-06-01
29.91611111 1994-06-02
26.61944445 1994-06-03
26.52388889 1994-06-04
27.575 1994-06-05
28.53055555 1994-06-06
28.005 1994-06-07
26.61944445 1994-06-08
27.04944445 1994-06-09
25.18611111 1994-06-10
22.74944445 1994-06-11
22.22388889 1994-06-12
23.275 1994-06-13
24.23055555 1994-06-14
25.66388889 1994-06-15
25.66388889 1994-06-16
26.09388889 1994-06-17
27.04944445 1994-06-18
28.005 1994-06-19
26.52388889 1994-06-20
27.04944445 1994-06-21
27.04944445 1994-06-22
28.53055555 1994-06-23
28.96055555 1994-06-24
30.39388889 1994-06-25
30.39388889 1994-06-26
30.39388889 1994-06-27
28.53055555 1994-06-28
27.04944445 1994-06-29
27.575 1994-06-30
28.53055555 1994-07-01
28.53055555 1994-07-02
25.18611111 1994-07-03
25.66388889 1994-07-04
26.09388889 1994-07-05
25.61611111 1994-07-06
24.23055555 1994-07-07
24.23055555 1994-07-08
24.23055555 1994-07-09
25.18611111 1994-07-10
25.61611111 1994-07-11
24.66055555 1994-07-12
24.75611111 1994-07-13
25.66388889 1994-07-14
25.61611111 1994-07-15
25.61611111 1994-07-16
25.18611111 1994-07-17
24.23055555 1994-07-18
23.80055555 1994-07-19
26.09388889 1994-07-20
27.575 1994-07-21
28.005 1994-07-22
26.61944445 1994-07-23
29.05611111 1994-07-24
28.96055555 1994-07-25
28.10055555 1994-07-26
28.53055555 1994-07-27
28.005 1994-07-28
27.575 1994-07-29
25.66388889 1994-07-30
25.66388889 1994-07-31
26.61944445 1994-08-01
27.575 1994-08-02
28.005 1994-08-03
28.53055555 1994-08-04
29.96388889 1994-08-05
30.39388889 1994-08-06
30.39388889 1994-08-07
29.48611111 1994-08-08
28.53055555 1994-08-09
30.91944445 1994-08-10
31.34944445 1994-08-11
31.34944445 1994-08-12
33.78611111 1994-08-13
33.78611111 1994-08-14
32.83055555 1994-08-15
30.39388889 1994-08-16
29.91611111 1994-08-17
28.96055555 1994-08-18
28.96055555 1994-08-19
27.04944445 1994-08-20
28.005 1994-08-21
27.575 1994-08-22
27.575 1994-08-23
29.05611111 1994-08-24
29.48611111 1994-08-25
29.48611111 1994-08-26
29.91611111 1994-08-27
29.48611111 1994-08-28
29.96388889 1994-08-29
30.39388889 1994-08-30
26.52388889 1994-08-31
25.18611111 1994-09-01
26.09388889 1994-09-02
28.10055555 1994-09-03
28.53055555 1994-09-04
27.575 1994-09-05
27.575 1994-09-06
28.53055555 1994-09-07
28.10055555 1994-09-08
30.39388889 1994-09-09
32.305 1994-09-10
29.96388889 1994-09-11
28.53055555 1994-09-12
28.96055555 1994-09-13
26.61944445 1994-09-14
31.875 1994-09-15
31.875 1994-09-16
25.66388889 1994-09-17
26.09388889 1994-09-18
24.75611111 1994-09-19
25.18611111 1994-09-20
25.18611111 1994-09-21
25.66388889 1994-09-22
27.04944445 1994-09-23
27.575 1994-09-24
28.53055555 1994-09-25
28.96055555 1994-09-26
30.39388889 1994-09-27
30.82388889 1994-09-28
33.78611111 1994-09-29
34.21611111 1994-09-30
